Hex,Emoji,English Name,Extra keywords
1F9D1-200D-1F4BB,🧑‍💻,technologist,"နည်းပညာရှင်, ကွန်ပျူတာပညာရှင်, ပရိုဂရမ်မာ, အိုင်တီသမား, ကွန်ပျူတာနှိပ်သူ, ကွန်ပျူတာ ကျွမ်းကျင်သူ, ဆော့ဖ်ဝဲလ် ရေးသားသူ, ဒေတာ သိပ္ပံပညာရှင်, စနစ် ရေးဆွဲသူ, နည်းပညာ အကြံပေး ပုဂ္ဂိုလ်"
1F468-200D-1F4BB,👨‍💻,man technologist,"ကွန်ပျူတာပညာရှင်, နည်းပညာသမား, ပရိုဂရမ်မာ, အိုင်တီသမား, ကွန်ပျူတာနှိပ်နေသူ, ဆော့ဖ်ဝဲရေးသားသူ, ဒေတာအချက်အလက်နည်းပညာရှင်, စနစ်ပိုင်းဆိုင်ရာကျွမ်းကျင်သူ, ကွန်ပျူတာတက္ကသိုလ်ကျောင်းသား, နည်းပညာအကြံပေးဆောင်ရွက်သူ"
1F469-200D-1F4BB,👩‍💻,woman technologist,"ကွန်ပျူတာအသုံးပြုနေသည့်အမျိုးသမီး, နည်းပညာရှင်, ပရိုဂရမ်မာ, ဒစ်ဂျစ်တယ်ကျွမ်းကျင်သူ, အိုင်တီမမ, ကွန်ပျူတာပညာရှင်, ဆော့ဖ်ဝဲရေးသားသူ, အိုင်တီကျွမ်းကျင်သူ, နည်းပညာအမျိုးသမီး, ဒစ်ဂျစ်တယ်ပညာရှင်"
1F9D1-200D-1F3A4,🧑‍🎤,singer,"တေးသံရှင်, သီချင်းဆိုသူ, အဆိုတော်, ဂီတပညာရှင်, အနုပညာရှင်, အနုပညာရှင်တစ်ဦး, အသံရှင်, တေးပြုသူ, ဂီတလောကသား, ဖျော်ဖြေရေးပညာရှင်"
1F468-200D-1F3A4,👨‍🎤,man singer,"သီချင်းဆိုသူ, အဆိုတော်, တေးသံရှင်, ဂီတပညာရှင်, မိုက်ကိုင်သူ, အသံရှင်, တေးသံရှင်မောင်, သီချင်းဆိုဝါသနာပါသူ, ဖျော်ဖြေရေးအနုပညာရှင်, ဂီတလောကသား"
1F469-200D-1F3A4,👩‍🎤,woman singer,"အမျိုးသမီးအဆိုတော်, တေးသံရှင်, စတိတ်ရှိုး, ဖျော်ဖြေရေး, ဂီတလောက, သီချင်းဆိုသူ, ဂီတပညာရှင်, အနုပညာရှင်, တေးစီးရီး, ဖျော်ဖြေပွဲဝင်ခွင့်လက်မှတ်"
1F9D1-200D-1F3A8,🧑‍🎨,artist,"ပန်းချီဆရာ, အနုပညာရှင်, ပန်းချီရေးဆွဲသူ, ရုပ်ပုံဖော်သူ, အနုပညာလောကသား, အနုပညာရှင်တစ်ဦး, ပန်းချီဆရာတစ်ဦး, အနုပညာဖန်တီးသူ, အနုပညာရှင်များ, ပန်းချီပညာရှင်"
1F468-200D-1F3A8,👨‍🎨,man artist,"ပန်းချီဆရာ, အနုပညာရှင်, မော်ဒန်ပန်းချီ, အနုပညာလောကသား, ဆွဲတယ်, ပန်းချီကား, ရုပ်ပုံရေးဆွဲသူ, အနုပညာဖန်တီးမှု, ဆေးရောင်ခြယ်ခြင်း, ဗိသုကာအတတ်ပညာ"
1F469-200D-1F3A8,👩‍🎨,woman artist,"အမျိုးသမီးပန်းချီဆရာ, အမျိုးသမီးအနုပညာရှင်, ပန်းချီဆရာမ, အနုပညာရှင်မလေး, ဆေးရောင်ခြယ်သူ, မြန်မာအမျိုးသမီးပန်းချီဆရာ, ခေတ်ပြိုင်အနုပညာရှင်မ, ပန်းချီပညာရှင်မလေး, မြန်မာအမျိုးသမီးအနုပညာရှင်များ, ပန်းချီဆရာမများ"
1F9D1-200D-2708-FE0F,🧑‍✈️,pilot,"လေယာဉ်မှူး, ပိုင်းလော့, လေယာဉ်မောင်း, ကပ္ပတိန်, ဝေဟင်သူရဲကောင်း, လေယာဉ်မယ်, လေကြောင်းလိုင်း, ခရီးသည်တင်လေယာဉ်, ပျံသန်းရေး, လေဆိပ်"
1F468-200D-2708-FE0F,👨‍✈️,man pilot,"လေယာဉ်မှူး, ပိုင်းလော့, လေကြောင်းမောင်းသူ, အရာရှိ, ဝတ်စုံဖြူ, ယူနီဖောင်း, လေယာဉ်မောင်း, လေကြောင်းခရီးစဉ်, လေယာဉ်အမှုထမ်း, ပျံသန်းရေးမှူး"
1F469-200D-2708-FE0F,👩‍✈️,woman pilot,"အမျိုးသမီးလေယာဉ်မှူး, အမျိုးသမီးပူးတွဲလေယာဉ်မှူး, လေကြောင်းမောင်, ပိုင်းလော့မမ, လေသူရဲမ, လေယာဉ်မှူးမ, အမျိုးသမီးလေသူရဲ, ကပ္ပတိန်မ, အမျိုးသမီးလေယာဉ်မောင်း, လေကြောင်းကျွမ်းကျင်သူမ"
1F9D1-200D-1F680,🧑‍🚀,astronaut,"အာကာသယာဉ်မှူး, အာကာသယာဥ်မောင်း, အာကာသား, ကြယ်သား, အာကာသလုပ်သား, အာကာသဝန်ထမ်း, အာကာသူရဲ, အာကာသခရီးသည်, ကြယ်သူ, အာကာသယာဉ်မှူးဟောင်း"
1F468-200D-1F680,👨‍🚀,man astronaut,"အာကာသယာဉ်မှူး, အာကာသယာဥ်မောင်း, လေသူရဲ, အာကာသူရဲ, အာကာသလုပ်သား, အာကာသဝန်ထမ်း, ကြယ်သာ:, အာကာသား, ကြယ်သူ, မြန်နီဗာစီယိုလိုဂျစ်"
1F469-200D-1F680,👩‍🚀,woman astronaut,"အာကာသယာဉ်မှူး, အမျိုးသမီးအာကာသယာဉ်မှူး, အာကာသလုပ်သား, အာကာသဝန်ထမ်း, အာကာသူရဲ, အင်ဂျင်နီယာ, သိပ္ပံပညာရှင်, အာကာသသိပ္ပံ, နာဆာ, မိမိအောင်ုဘဝမှတ်တမ်း"
1F9D1-200D-1F692,🧑‍🚒,firefighter,"မီးသတ်သမား, မီးသတ်ရဲဘော်, မီးငြှိမ်းသတ်သူ, အရေးပေါ်ကယ်ဆယ်ရေး, မီးသတ်တပ်ဖွဲ့ဝင်, မီးသတ်ကား, မီးသတ်ဌာန, မီးဘေးကာကွယ်ရေး, မီးသတ်ပိုက်, မီးသတ်ဦးထုပ်"
1F468-200D-1F692,👨‍🚒,man firefighter,"မီးသတ်သမား, မီးငြှိမ်းသတ်သူ, ကယ်ဆယ်ရေးသမား, မီးသတ်ရဲဘော်, အရေးပေါ်ကယ်ဆယ်ရေး, မီးသတ်ကား, မီးသတ်ဌာန, မီးဘေးကာကွယ်ရေး, မီးသတ်အင်္ကျီ, မီးသတ်ပိုက်"
1F469-200D-1F692,👩‍🚒,woman firefighter,"အမျိုးသမီး မီးသတ်သမား, မီးသတ်ရဲမေ, မီးသတ်တပ်ဖွဲ့ဝင်, မီးငြှိမ်းသတ်သူ, ဘေးအန္တရာယ် ကူညီကယ်ဆယ်ရေး, မီးသတ်သမားမ, မီးငြှိမ်းသတ်ရေး, မီးသတ်သမား အမျိုးသမီး, အရေးပေါ်ကယ်ဆယ်ရေး, မီးဘေးတိုက်ဖျက်သူ"
1F46E,👮,police officer,"ရဲ, ရဲသား, အဖမ်းအဆီး, ရဲစခန်း, လုံထိန်း, မြန်မာနိုင်ငံ ရဲတပ်ဖွဲ့, ရဲအုပ်, ရဲမှူး, ကူညီပါရစေ, ရဲတပ်သားစာရင်း"
1F46E-200D-2642-FE0F,👮‍♂️,man police officer,"ရဲ, ရဲအရာရှိ, ရဲဝန်ထမ်း, အုပ်ထိန်းသူ, လုံခြုံရေး, ဥပဒေစိုးမိုးရေး, လုံခြုံရေးတပ်ဖွဲ့ဝင်, ကင်းလှည့်, စစ်ဆေးရေး, တရားဥပဒေထိန်းသိမ်းသူ"
1F46E-200D-2640-FE0F,👮‍♀️,woman police officer,"အမျိုးသမီးရဲအရာရှိ, ရဲမေ, ရဲမေလေး, အရာရှိမ, ဖမ်းဆီး, ရဲမေများ, လုံခြုံရေး, စစ်ဆေးမေးမြန်းခြင်း, ရဲဌာန, တရားဥပဒေစိုးမိုးရေး"
1F575-FE0F,🕵️,detective,"စုံထောက်, အချက်အလက်ရှာဖွေသူ, လျှို့ဝှက်ချက်ဖော်ထုတ်သူ, စူးစမ်းလေ့လာသူ, အမှုစစ်, စုံစမ်းစစ်ဆေးသူ, ခြေရာခံသူ, လျှို့ဝှက်အေးဂျင့်, သတင်းထောက်လှမ်းသူ, အမှန်တရားရှာဖွေသူ"
1F575-FE0F-200D-2642-FE0F,🕵️‍♂️,man detective,"စုံထောက်, ခုံထောက်, ဒလန်, အကွက်ချောင်းသူ, ထောက်လှမ်းရေး, စုံစမ်းသူ, လျှို့ဝှက်ချက်, ခြေရာခံသူ, အကဲခတ်သူ, သတင်းပေးသူ"
1F575-FE0F-200D-2640-FE0F,🕵️‍♀️,woman detective,"စုံထောက်မ, အမျိုးသမီးစုံထောက်, လူကဲခတ်, ထောက်လှမ်းရေး, ခုံထောက်, စုံစမ်းစစ်ဆေးရေး, သတင်းထောက်လှမ်းသူ, လျှို့ဝှက်အရာရှိ, အမှုလိုက်, ခြေရာခံသူ"
1F482,💂,guard,"အစောင့်, ကင်းစောင့်, လုံခြုံရေး, သက်တော်စောင့်, နန်းတော်စောင့်, စောင့်ရှောက်သူ, ကာကွယ်သူ, ကင်းသမား, အရန်အတား, လုံခြုံရေးဝန်ထမ်း"
1F482-200D-2642-FE0F,💂‍♂️,man guard,"အစောင့်, လုံခြုံရေး, ဘက်ကင်ဟမ်နန်းတော်အစောင့်, နန်းတော်စောင့်, သစ္စာရှိသူ, ကင်းစောင့်, ကင်းသမား, စောင့်ရှောက်သူ, ကာကွယ်သူ, လုံခြုံရေးဝန်ထမ်း"
1F482-200D-2640-FE0F,💂‍♀️,woman guard,"အမျိုးသမီး အစောင့်အရှောက်, လုံခြုံရေးဝန်ထမ်း, နန်းတော်စောင့်, ဘုရင့်တပ်ဖွဲ့ဝင်, ကင်းစောင့်, ယူနီဖောင်းဝတ်အမျိုးသမီး, တာဝန်ကျနေသူ, စစ်ဆေးရေး, ကင်းသမား, ဗြိတိသျှတော်ဝင်အစောင့်အရှောက်"
1F977,🥷,ninja,"နင်ဂျာ, လျှို့ဝှက်သည်, မသိအောင်လုပ်သည်, အသံတိတ်, သူလျှို, ဓားစာခံ, တိုက်ခိုက်ရေးသမား, မျက်နှာဖုံး, ကိုယ်ပျောက်, စစ်သည်တော်"
1F477,👷,construction worker,"ဆောက်လုပ်ရေးလုပ်သား, ပန်းရန်ဆရာ, အင်ဂျင်နီယာ, ဦးထုပ်အဝါ, လုပ်ငန်းခွင်, တည်ဆောက်ရေး, အလုပ်သမား, တည်ဆောက်သူ, ကန်ထရိုက်တာ, လုပ်ငန်းခွင်ဘေးကင်းရေး"
1F477-200D-2642-FE0F,👷‍♂️,man construction worker,"အဆောက်အအုံဆောက်လုပ်သူ, တည်ဆောက်သူ, ပန်းရန်ဆရာ, လက်သမား, အလုပ်သမား, အင်ဂျင်နီယာ, ကန်ထရိုက်တာ, လက်လုပ်လက်စား, ကျွမ်းကျင်လုပ်သား, မြေတူးသမား"
1F477-200D-2640-FE0F,👷‍♀️,woman construction worker,"အမျိုးသမီး ဆောက်လုပ်ရေးလုပ်သား, အင်ဂျင်နီယာမလေး, ဆောက်လုပ်ရေး, အလုပ်ကြမ်း, ပန်းရံမ, လက်သမားမလေး, အုတ်စီလုပ်သား, ကုန်ထမ်းသမား, လုပ်ငန်းခွင်, လက်မှုပညာရှင်"
1FAC5,🫅,person with crown,"သရဖူဆောင်းထားသူ, မင်းသား, မင်းသမီး, ဘုရင်, မိဖုရား, ရှင်ဘုရင်, ဧကရာဇ်, နန်းရမိဖုရား, မင်းမျိုးမင်းနွယ်, အရှင်ဘုရား"
1F934,🤴,prince,"မင်းသား, ဆွေတော်မျိုးတော်, မင်းမျိုးမင်းနွယ်, အရှင်သား, ထီးရိုးနန်းရိုး, သားတော်, အိမ်ရှေ့မင်း, မင်းသားကြီး, ဘုရင့်သားတော်, နန်းလျာ"
1F478,👸,princess,"မင်းသမီး, နန်းဆန်သူ, အလှပဂေး, ချောမောလှပသူ, အသည်းလေး, မိဖုရား, နန်းတွင်းသူ, မင်းသမီးလေး, အရှင်မ, သုသီရိသင်္ခါဝတီ"
1F473,👳,person wearing turban,"ခေါင်းပေါင်း, ဦးရစ်, အဆောင်အယောင်, ဂုဏ်သရေ, မြန်မာ့ရိုးရာ, ဖော့လုံး, အဆောင်အယောင်, ယဉ်ကျေးမှု, ရိုးရာဝတ်စုံ, မြန်မာ့အနုပညာ"
1F473-200D-2642-FE0F,👳‍♂️,man wearing turban,"ခေါင်းပေါင်း, ဖော့လုံး, ဦးရစ်, ခေါင်းပေါင်းဖြူ, ခေါင်းပေါင်းထားသောသူ, မြန်မာ့ရိုးရာခေါင်းပေါင်း, ပိုးခေါင်းပေါင်း, မောင့်ကျက်သရေ, ပိတ်ဦးရစ်, ဗန်းမော်ဦးရစ်"
1F473-200D-2640-FE0F,👳‍♀️,woman wearing turban,"ခေါင်းပေါင်းပေါင်းထားသော အမျိုးသမီး, ခေါင်းပေါင်း, ပအိုဝ်းအမျိုးသမီး, ရှမ်းခေါင်းပေါင်း, ဂေါင်းဘောင်း, တောင်သူအမျိုးသမီး, ပအိုဝ်းတိုင်းရင်းသူ, ရိုးရာခေါင်းပေါင်း, ကရင်အမျိုးသမီး, မြန်မာ့ရိုးရာဝတ်စုံ"
1F472,👲,person with skullcap,"တရုတ်ဦးထုပ်ဆောင်းထားသူ, တရုတ်လူမျိုး, ကွပ်ပီမောင်းဦးထုပ်, ဦးထုပ်အဝိုင်း, ရှေးဟောင်းတရုတ်ဝတ်စုံ, မန်ချူးဦးထုပ်, တရုတ်ဝတ်စုံ, ရိုးရာဦးထုပ်, လူသား, ယောင်္ကျားလေး"
1F9D5,🧕,woman with headscarf,"ခေါင်းပေါင်းထားသော အမျိုးသမီး, ဟီဂျပ်ဝတ်ဆင်ထားသူ, မွတ်စလင်အမျိုးသမီး, အစ္စလာမ်ဘာသာဝင်အမျိုးသမီး, ခေါင်းခြုံပုဝါ, ခေါင်းပေါင်း, ပေါင်းထုပ်, ရှမ်းခေါင်းပေါင်း, ပအိုဝ်းအမျိုးသမီး, ကရင်အမျိုးသမီး"
1F935,🤵,person in tuxedo,"တက်ဆီဒိုဝတ်ထားသူ, သတို့သား, မင်္ဂလာဆောင်, အခမ်းအနားတက်သူ, စမတ်ကျကျဝတ်ဆင်ထားသူ, ဝတ်စုံ, မင်္ဂလာပွဲ, လက်ထပ်ပွဲ, ဖိတ်ကြားလွှာ, ဧည့်ခံပွဲ"
1F935-200D-2642-FE0F,🤵‍♂️,man in tuxedo,"ဝတ်စုံပြည့်ဝတ်ထားသူ, အနောက်တိုင်းဝတ်စုံ, မင်္ဂလာဆောင်ဝတ်စုံ, လူကြီးလူကောင်း, စမတ်ကျကျဝတ်ဆင်ထားသူ, သတို့သား, ပွဲတက်ဝတ်စုံ, အထူးအခမ်းအနား, သန့်ပြန့်သော, စမတ်ကျသူ"
1F935-200D-2640-FE0F,🤵‍♀️,woman in tuxedo,"တက်စဲဒိုဝတ်ထားသည့်အမျိုးသမီး, အနောက်တိုင်းဝတ်စုံဝတ်ထားသောမိန်ကလေး, ပွဲတက်ဝတ်စုံ, စမတ်ကျကျဝတ်ဆင်ထားသူ, ဖက်ရှင်ကျသူ, မင်္ဂလာပွဲဝတ်စုံ, အမျိုးသမီးဝတ်စုံ, အခမ်းအနားဝတ်စုံ, တရားဝင်ဝတ်စုံ, အနောက်တိုင်းဝတ်စုံလှလှပပဝတ်ဆင်ထားသူ"
1F470,👰,person with veil,"မင်္ဂလာဆောင်, သတို့သမီး, မင်္ဂလာဝတ်စုံ, စုလျားရစ်ပတ်, လက်ထပ်, မင်္ဂလာပွဲ, လက်ထပ်လက်စွပ်, သတို့သား, မင်္ဂလာလက်ဆောင်, မင်္ဂလာဖိတ်စာ"
1F470-200D-2642-FE0F,👰‍♂️,man with veil,"သတို့သား, မျက်နှာဖုံးစွပ်ထားသောယောကျ်ား, မင်္ဂလာဆောင်ဝတ်စုံနှင့်ယောကျ်ား, ခေတ်သစ်မင်္ဂလာပွဲ, ထူးခြားသောမင်္ဂလာဆောင်ဝတ်စုံ, မင်္ဂလာပွဲဝတ်စုံ, သတို့သားဝတ်စုံ, အခမ်းအနား, မင်္ဂလာဆောင်သည့်အမျိုးသား, ဖက်ရှင်"
1F470-200D-2640-FE0F,👰‍♀️,woman with veil,"သတို့သမီး, ဝေလငါးဖုံးထားသောသတို့သမီး, မင်္ဂလာဆောင်, လက်ထပ်ပွဲ, မင်္ဂလာဆောင်ဝတ်စုံ, မင်္ဂလာပွဲ, မင်္ဂလာရွှေလက်တွဲ, မင်္ဂလာစုံတွဲ, နဖူးစာ, မင်္ဂလာလက်စွပ်"
1F930,🤰,pregnant woman,"ကိုယ်ဝန်, ကိုယ်ဝန်ဆောင်, ကိုယ်ဝန်ရှိ, ဗိုက်ကြီး, ပဋိသန္ဓေ, ဓမ္မတာဝန်, သန္ဓေ, သန္ဓေသား, ကိုယ်ဝန်အရင့်အမာ, မီးဖွားခြင်း"
1FAC3,🫃,pregnant man,"ကိုယ်ဝန်ဆောင်အမျိုးသား, ဗိုက်ပူသူ, အစားကြူးသူ, အစားအသောက်ကြောင့်ဗိုက်ပူ, ကိုယ်ဝန်ဆောင်ထရန်စဂျန်ဒါ, ဗိုက်အရမ်းဝနေသူ, အစားများသူ, ထရန်စဂျန်ဒါအမျိုးသားကိုယ်ဝန်ဆောင်, အစာအိမ်ပွသူ, ဗိုက်ကယ်သူ"
1FAC4,🫄,pregnant person,"ကိုယ်ဝန်ဆောင်, ကိုယ်ဝန်ရှိသူ, ဗိုက်ကြီးသည်, ပဋိသန္ဓေဆောင်ထားသူ, ဗိုက်ပူလေး, ကိုယ်ဝန်, ဓမ္မတာဝန်, ပဋိသန္ဓေ, သန္ဓေ, ဗိုက်ကြီး"
1F931,🤱,breast-feeding,"မိခင်နို့တိုက်ကျွေး, နို့တိုက်နေသည်, မိခင်နှင့်ကလေး, နို့ချိုတိုက်ကျွေး, မေမေနှင့်သားသားမီးမီး, နို့ချိုတိုက်ကျွေးခြင်း, မိခင်နို့, ကလေးအာဟာရ, ရင်သွေးငယ်, နို့တိုက်မိခင်"
1F469-200D-1F37C,👩‍🍼,woman feeding baby,"ကလေးနို့တိုက်နေသည်, မိခင်နှင့်ကလေး, ကလေးထိန်းသည်, နို့ချိုတိုက်ကျွေး, မေတ္တာ, မိခင်နို့, နို့စို့ကလေး, သားတိုက်သည်, နို့ရည်, ကျန်းမာရေးစောင့်ရှောက်မှု"
1F468-200D-1F37C,👨‍🍼,man feeding baby,"ကလေးနို့တိုက်နေသည့်အမျိုးသား, ဖခင်မေတ္တာ, ကလေးထိန်းနေသောဖေဖေ, နို့ဘူးတိုက်, ဖေဖေနှင့်ရင်သွေး, နို့တိုက်နေသောဖခင်, ကလေးစောင့်ရှောက်သူ, ကလေးပြုစုခြင်း, မွေးကင်းစကလေးနှင့်ဖခင်, အဖေနှင့်သားသမီး"
1F9D1-200D-1F37C,🧑‍🍼,person feeding baby,"နို့တိုက်နေ, ကလေးနို့တိုက်, နို့ချိုတိုက်ကျွေး, မိခင်နို့တိုက်ကျွေး, နို့တိုက်မိခင်, နို့ချိုတိုက်ကျွေးခြင်း, မိခင်နို့တစ်မျိုးတည်းတိုက်ကျွေးခြင်း, ကလေးအာဟာရ, နို့တိုက်စွဲမြဲမှု, မိခင်နို့ရည်"
1F47C,👼,baby angel,"နတ်မိမယ်လေး, ကောင်းကင်တမန်, ကလေးနတ်သား, အပြစ်ကင်းစင်, ချစ်စရာကောင်းသောကလေး, ဖြူစင်သော, နတ်မိမယ်, ကောင်းကင်ဘုံ, မေတ္တာရှင်, ကလေးငယ်လေး"
1F385,🎅,Santa Claus,"ဆန်တာကလော့စ်, စန်တာကလို့စ်, ခရစ္စမတ်အဘိုးကြီး, လက်ဆောင်ပေးသူ, နှင်းလူအို, ခရစ္စမတ်ဖိုးဖိုး, မြောက်ဝန်ရိုးစွန်းမှဖိုးဖိုး, လက်ဆောင်ပေးသည့်အဘိုးကြီး, စန်တာ, ခရစ္စမတ်အမှတ်တရများ"
1F936,🤶,Mrs. Claus,"ခရစ္စမတ်အဘွား, မစ္စစ်ကလော့စ်, ခရစ္စမတ်အဘွားအို, အဘွားအို, ခရစ္စမတ်, ဆောင်းရာသီ, လက်ဆောင်, နှင်း, အဘွား, ပွဲတော်နေ့"
1F9D1-200D-1F384,🧑‍🎄,Mx Claus,"ခရစ္စမတ်အဖိုးကြီး, စန်တာကလော့စ်, ခရစ္စမတ်လက်ဆောင်ပေးသူ, ပျော်ရွှင်ဖွယ်ခရစ္စမတ်, အားလပ်ရက်, မင်္ဂလာ ခရစ်စမတ်ပါ, ခရစ်စမတ်နေ့, ခရစ်စမတ်ပွဲတော်, နှင်းလူသား, သစ်ပင်ခရစ်စမတ်"
1F9B8,🦸,superhero,"စူပါဟီးရိုး, စွမ်းအားရှင်, လူစွမ်းကောင်း, ကယ်တင်ရှင်, အစွမ်းထက်သူ, သူရဲကောင်း, ဝတ်စုံဝတ်လူစွမ်းကောင်း, အံ့ဖွယ်လူသား, တိုက်ခိုက်ရေးသမား, အကာအကွယ်ပေးသူ"
1F9B8-200D-2642-FE0F,🦸‍♂️,man superhero,"စူပါဟီးရိုး, သူရဲကောင်း, ကယ်တင်ရှင်, စွမ်းအားရှင်, လက်ရုံးရည်ရှိသူ, လူစွမ်းကောင်း, အစွမ်းထက်သူ, ကာကွယ်စောင့်ရှောက်သူ, တိုက်ခိုက်ရေးသမား, သတ္တိခဲ"
1F9B8-200D-2640-FE0F,🦸‍♀️,woman superhero,"အမျိုးသမီး စူပါဟီးရိုး, စွမ်းအားရှင် အမျိုးသမီး, သူရဲကောင်းမ, စွမ်းဆောင်နိုင်သူ, အစွမ်းထက်သူ, စွမ်းအားရှင်မ, ထူးခြားသောအစွမ်းပိုင်ရှင်, ကမ္ဘာကိုကယ်တင်သူ, သူရဲကောင်းအမျိုးသမီး, အားကိုးထိုက်သူ"
1F9B9,🦹,supervillain,"လူဆိုးဂိုဏ်းချုပ်, ဗီလိန်, အဖျက်သမား, ရက်စက်သူ, ဉာဏ်နီဉာဏ်နက်ရှိသူ, လူဆိုး, ဗီလိန်ဇာတ်ကောင်, မင်းသားဆိုး, ဆိုးသွမ်းသူ, ရန်သူဘက်တော်သား"
1F9B9-200D-2642-FE0F,🦹‍♂️,man supervillain,"လူဆိုး, ဗီလိန်, စူပါလူဆိုး, မင်းသားဗီလိန်, လူယုတ်မာ, လူကြမ်း, ရန်သူ, အဖျက်သမား, မသမာသူ, ဒုစရိုက်သမား"
1F9B9-200D-2640-FE0F,🦹‍♀️,woman supervillain,"အမျိုးသမီး လူကြမ်း, ဗီလိန်မ, လူဆိုးမ, စူပါဗီလိန်, အဖျက်သမား, တန်ခိုးရှင်, မိန်းမဆိုး, ရန်သူ, အဆိုးတကာ့အဆိုးဆုံး, ဗီလိန်အမျိုးသမီး"
1F9D9,🧙,mage,"ဝိဇ္ဇာ, မှော်ဆရာ, အထက်လမ်းဆရာ, အင်းဆရာ, ဆေးဝိဇ္ဇာ, စုန်းကဝေ, ပညာသည်, လောကီဆရာ, ဂါထာဆရာ, မန္တန်ဆရာ"
1F9D9-200D-2642-FE0F,🧙‍♂️,man mage,"ယောက်ျားလေး မှော်ဆရာ, မှော်ဆရာ, အင်းဝိဇ္ဇာ, ဂါထာဆရာ, ပုဂ္ဂိုလ်ထူး, စုန်းကဝေ, ဝိဇ္ဇာ, လောကီပညာရှင်, မန္တန်ဆရာ, အဂ္ဂိရတ်ဆရာ"
1F9D9-200D-2640-FE0F,🧙‍♀️,woman mage,"ဝိဇ္ဇာမ, ကဝေမ, မှော်ဆရာမ, စုန်းမ, အင်းဝိဇ္ဇာ, ဂမ္ဘီရဆရာ, လောကီပညာရှင်, နတ်ကတော်, နတ်ဆရာ, ပုဏ္ဏား"
1F9DA,🧚,fairy,"နတ်သမီး, နတ်မိမယ်, ပုံပြင်ထဲကဇာတ်ကောင်, အလှပဂေး, နတ်ပြည်ကဆင်းသက်လာသူ, နတ်သမီးလေး, တောင်စောင့်နတ်, နတ်ဒေဝီ, ဝိဇ္ဇာ, ကောင်းကင်တမန်"
1F9DA-200D-2642-FE0F,🧚‍♂️,man fairy,"နတ်သမီး, နတ်သား, ပုံပြင်ထဲကနတ်သား, အခြောက်, ဂန်ဒူး, နတ်သားလေး, ဒဏ္ဍာရီလာပုဂ္ဂိုလ်, တန်ခိုးရှင်, မှော်အတတ်ပညာရှင်, နတ်ဒေဝတာ"
1F9DA-200D-2640-FE0F,🧚‍♀️,woman fairy,"နတ်သမီး, နတ်မိမယ်, လှပသောမိန်းကလေး, နတ်ဘုရားမ, သုဇာ, နတ်သမီးပုံပြင်, မှော်အတတ်, တောင်ပံ, ကောင်းကင်ဘုံ, နတ်မိဖုရား"
1F9DB,🧛,vampire,"သွေးစုပ်ဖုတ်ကောင်, သွေးစုပ်ကောင်, ဖုတ်ကောင်, ကေဖုန်း, သွေးစုပ်မြေဖုတ်, သွေးစုပ်မြေဖုတ်ကောင်, သရဲ, တစ်ဆေ, ပြိတ္တာ, သရဲသဘက်"
1F9DB-200D-2642-FE0F,🧛‍♂️,man vampire,"သွေးစုပ်ဖုတ်ကောင်, သွေးစုပ်ကောင်, ဖုတ်ကောင်, ဝိညာဉ်နှိုက်သူ, ကျိန်စာသင့်သူ, ကပ်ဖုန်း, သွေးစုပ်ဖုတ်ကောင်အမျိုးသား, မှော်ဆရာဖုတ်ကောင်, ဝိညာဉ်စားသူ, အမှောင်လောကသား"
1F9DB-200D-2640-FE0F,🧛‍♀️,woman vampire,"သွေးစုပ်ဖုတ်ကောင်, သွေးစုပ်ဖုတ်ကောင်မ, ဖုတ်ကောင်, သွေးစုပ်မြှောင်, သွေးစုပ်သောမိန်းမလှ, သရဲ, ဘီလူးမ, ကြောက်စရာ, သွေးစုပ်ကောင်, သေမင်းတမန်"
1F9DC,🧜,merperson,"ရေသူမ, ရေသူထီး, ရေသူလူမျိုး, ပင်လယ်စောင့်နတ်, မာမိဒ်, မိန်းမတပိုင်းငါးတပိုင်း, ရေသူ, နဂါးမ, ကလူးမ, ရေနတ်မ"
1F9DC-200D-2642-FE0F,🧜‍♂️,merman,"ရေသူသား, မာမန်, ပင်လယ်လူသား, ငါးလူသား, ရေနတ်သား, ပင်လယ်ဖုတ်ကောင်, ရေသတ္တဝါ, ဒဏ္ဍာရီလာလူသား, ရေသူ, အဏ္ဏဝါလုလင်"
1F9DC-200D-2640-FE0F,🧜‍♀️,mermaid,"ရေသူမ, မိန်းမတပိုင်းငါးတပိုင်း, ရေသူမလေး, ပင်လယ်စောင့်နတ်သမီး, နဂါးမင်းသမီး, ဒဏ္ဍာရီလာသတ္တဝါ, ပင်လယ်ကညာ, ရေနတ်သမီး, ရှေးဟောင်းပန်းချီ, မြန်မာ့ရိုးရာပုံပြင်"
1F9DD,🧝,elf,"နတ်မိမယ်, နတ်သား, ဂိမ်းထဲကကောင်, အန်းနင်း, နားရွက်ချွန်ချွန်နှင့်လူသား, ဒဏ္ဍာရီလာပုဂ္ဂိုလ်, တောစောင့်နတ်, မှော်ဆရာ, တောနတ်, နတ်ဒေဝါ"
1F9DD-200D-2642-FE0F,🧝‍♂️,man elf,"နတ်သမီး, နတ်သား, အက်ဖ်, ဒဏ္ဍာရီလာပုဂ္ဂိုလ်, နားရွက်ချွန်နှင့်လူသား, ပုဂ္ဂိုလ်ငယ်, မျက်လှည့်ဆရာ, တောစောင့်နတ်, ဂမ္ဘီရသတ္တဝါ, နတ်ငယ်လေးများ"
